,Class of Orbit,Country of Operator/Owner,Operator/Owner,Users,Purpose,Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Year of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle
6879,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6880,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6881,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6882,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6883,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6884,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6885,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6886,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6887,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6888,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6889,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6890,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6891,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6892,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6893,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6894,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6895,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6896,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6897,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6898,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6899,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6900,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6901,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6902,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6903,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6904,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6905,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6906,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6907,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6908,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6909,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6910,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6911,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
6912,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6913,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6914,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
6915,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6916,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6917,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6918,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6919,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6920,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6921,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6922,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6923,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6924,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6925,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6926,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6927,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6928,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6929,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6930,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
6931,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
6932,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
6933,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6934,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6935,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6936,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6937,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
6938,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
6939,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
6940,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
6941,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6942,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
6943,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6944,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6945,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6946,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6947,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6948,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6949,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6950,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6951,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6952,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6953,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6954,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6955,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6956,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6957,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6958,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6959,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6960,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6961,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6962,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6963,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6964,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6965,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6966,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6967,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6968,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6969,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6970,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6971,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6972,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6973,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6974,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6975,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6976,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6977,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6978,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6979,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6980,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6981,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6982,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6983,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6984,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6985,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6986,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6987,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6988,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6989,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6990,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6991,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6992,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6993,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6994,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6995,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6996,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6997,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
6998,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6999,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7000,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7001,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7002,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7003,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7004,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7005,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7006,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7007,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7008,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7009,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7010,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7011,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7012,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7013,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7014,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7015,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7016,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7017,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7018,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7019,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7020,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7021,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7022,LEO,USA,SpaceX,Commercial,Communications,569.0,571.0,0.000144,97.7,95.9,300.0,2023,5.4,SpaceX,USA,Cape Canaveral,Falcon 9
7023,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7024,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7025,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7026,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7027,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7028,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7029,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7030,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7031,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7032,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7033,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7034,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7035,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7036,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7037,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7038,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7039,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7040,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7041,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7042,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7043,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7044,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7045,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
7046,LEO,USA,SpaceX,Commercial,Communications,564.0,567.0,0.000216,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
